,loc,total_count,lat,lng,type
893,MISSION CITY CT,56978.0,32.776813,-117.1256813,end_only
894,WINDCREST LN,56946.0,32.97695,-117.0814946,start_only
895,REGATTA LN,56914.0,32.5854909,-117.0324041,start_only
896,JENNER ST,56759.0,32.847069,-117.276123,start_only
897,GULLSTRAND ST,56744.0,32.849491,-117.1908651,start_only
898,LAKEWOOD ST,56744.0,32.8523909,-117.187348,end_only
899,ARROYO SORRENTO RD,56619.0,32.9254051,-117.2363524,end_only
900,FORT STOCKTON DR,56552.0,32.7508832,-117.171901,both
901,IVANHOE AV,56523.0,32.8455883,-117.2715591,both
902,CURLEW ST,56379.0,32.738674,-117.167633,start_only
903,COPELAND AV,56286.0,32.7550806,-117.1040088,end_only
904,ARISTA ST,56175.0,32.7558832,-117.1894041,start_only
905,RUEDA DR,56097.0,32.824516,-117.079399,both
906,LIMERICK AV,56090.0,32.8344783,-117.178741,end_only
907,EMERSON  ST,56077.0,32.724954,-117.2303534,start_only
908,FENELON  ST,56077.0,32.7279453,-117.2337664,end_only
909,MT BLANCA DR,56007.0,32.8135263,-117.184356,start_only
910,BLUE LAKE DR,55997.0,32.792042,-117.029266,start_only
911,20 ST,55797.0,32.7189902,-117.148659,end_only
912,HAVETEUR WY,55741.0,32.8079754,-117.1365271,end_only
913,GLENHAVEN ST,55741.0,32.8056051,-117.1410521,start_only
914,COLLEGE GROVE WY,55641.0,32.7381582,-117.0582059,start_only
915,MORLEY ST,55634.0,32.7848825,-117.1714754,both
916,GENEVA AV,55322.0,32.7167771,-117.0810754,start_only
917,MUIR COLLEGE DR,55318.0,32.8809827,-117.24349,end_only
918,LA JOLLA SHORES DR,55318.0,32.8509595,-117.2542623,start_only
919,DANICA MAE DR,55200.0,32.8688168,-117.2209362,end_only
920,CAMINITO QUIXOTE S,55176.0,32.578674,-117.059929,end_only
921,KERNS ST,55035.0,32.550944,-116.9559096,end_only
922,GLENBROOK WY,55004.0,32.866077,-117.241783,both
923,COL GROVE DR,54885.0,32.7374122,-117.0590354,both
924,LISE AV,54825.0,32.7135821,-117.0866455,end_only
925,REEF DR,54053.0,32.580578,-117.064659,start_only
926,WOLVERINE WY,53977.0,33.210377,-117.213989,end_only
927,ROANOKE ST,53915.0,32.674572,-117.056831,both
928,GESNER ST,53855.0,32.7917979,-117.2044155,end_only
929,SILVERADO ST,53788.0,32.8453981,-117.272766,both
930,59 ST,53618.0,32.7572006,-117.0728922,start_only
931,FLICKER ST,53574.0,32.712057,-117.047738,end_only
932,RAINBOW ST,53574.0,32.7124533,-117.048381,start_only
933,IDAHO ST,53513.0,32.752201,-117.133842,end_only
934,ALLEY E/O 38 ST,53460.0,32.7500652,-117.1118654,end_only
935,CAMINITO CAMPANA DR,53350.0,33.023708,-117.07,start_only
936,YOUNGSTOWN WY,53274.0,32.8916028,-117.1951606,start_only
937,TRUDY LN,53235.0,32.7115564,-117.2483981,end_only
938,BORDER VILLAGE RD,53185.0,32.5509404,-117.039039,end_only
939,VIRGINIA SB AV,53185.0,32.549073,-117.0364436,start_only
940,CAMINO DEL NORTE  ,53110.0,33.0085901,-117.0954621,end_only
941,Avenida Abeja  ,53110.0,33.0048598,-117.0947649,start_only
942,COWLEY WY,53034.0,32.8523354,-117.1630506,both
943,BROKEN BOW CT,52820.0,33.025539,-117.093513,end_only
944,AQUARIUS DR,52748.0,32.9302347,-117.1398061,both
945,SUMMERS RIDGE RD,52736.0,32.8946637,-117.1676441,end_only
946,ARDATH LN,52639.0,32.850246,-117.2503787,start_only
947,CAMINITO PROPICO ,52575.0,32.9204106,-117.1701894,end_only
948,TALBOT  ST,52466.0,32.7202709,-117.2331596,both
949,RIVIERA DR,52447.0,32.7860726,-117.2396965,both
950,PACIFIC BEACH  DR,52303.0,32.7933424,-117.2428874,both
951,AVENIDA FUENTE RD,52261.0,32.5569864,-116.9613988,end_only
952,63 ST,52213.0,32.771397,-117.063217,both
953,ALLEY W/O 38 ST,52180.0,32.8031781,-117.2575085,end_only
954,LISE ST,52179.0,32.7135821,-117.0866455,start_only
955,21 ST,52055.0,32.7174202,-117.1627728,start_only
956,ALLEY N/O GRAND AV,51938.0,32.7489909,-117.0836044,end_only
957,CALLE PRIMERA ST,51661.0,32.5508445,-117.0457019,start_only
958,FRONT SB ST,51661.0,32.7151596,-117.1647097,end_only
959,TORREY MAR DR,51638.0,32.970641,-117.162095,start_only
960,CAMINITO VISTANA DR,51638.0,32.9733735,-117.1551026,end_only
961,MERCER ST,51498.0,32.854149,-117.210297,start_only
962,RADCLIFFE DR,51498.0,32.857277,-117.208153,end_only
963,ROCK ST,51454.0,32.7520748,-117.0641771,start_only
964,MADRONE AV,51446.0,32.709094,-117.0597236,end_only
965,POCAHONTAS AV,51445.0,32.830162,-117.207909,end_only
966,MAYA LINDA  RD,51218.0,32.9060712,-117.1170915,end_only
967,SICARD ST,51164.0,32.695259,-117.139214,end_only
968,OTAY VY RD,51110.0,32.579525,-117.0004657,start_only
969,AVENIDA MIROLA AV,50964.0,32.830822,-117.268677,end_only
970,ARANDA AV,50964.0,32.831402,-117.26944,start_only
971,SAN GABRIEL PL,50898.0,32.7656317,-117.25131,start_only
972,DEVON CT,50898.0,32.7661843,-117.2504015,end_only
973,PESCADERO AV,50849.0,32.7358691,-117.249956,both
974,BRUNNER ST,50775.0,32.7698043,-117.1898983,start_only
975,IRONWOOD RD,50713.0,32.902935,-117.097778,end_only
976,YSABEL CREEK RD,50668.0,33.0811096,-116.9894037,end_only
977,PLANTEL WY,50629.0,32.565826,-117.0638865,end_only
978,MADRA AV,50596.0,32.786163,-117.056679,both
979,ARROYO SECO WY,50453.0,32.6983876,-117.0536488,start_only
980,BERNARDO CENTER DR,50361.0,33.0216938,-117.0744844,both
981,RED CEDAR DR,50184.0,32.90958,-117.098907,start_only
982,CAMINO PLAZA AV,50155.0,32.5453669,-117.0442911,end_only
983,SHAWN AV,49898.0,32.794708,-117.124222,end_only
984,CARLISLE DR,49897.0,32.7184573,-117.0246882,end_only
985,MARKET PL,49783.0,33.1198848,-117.1111762,both
986,FIESTA ISLAND RD,49587.0,32.7740639,-117.2166065,both
987,ESCALA DR,49553.0,33.045738,-117.063042,end_only
988,ALLEY W/O 43 ST,49546.0,32.7457831,-117.1045088,end_only
989,CARMEL COUNTR  RD,49468.0,32.9478994,-117.2213189,start_only
990,ONEIDA WY,49314.0,32.746982,-117.155389,end_only
991,PARKWOOD DR,49267.0,32.689949,-117.0312765,end_only
992,SUCCESS AV,49185.0,32.805828,-117.1278204,start_only
993,N HARBOR DR,49154.0,32.7291112,-117.1913113,start_only
994,HAWTHORN  ST,49007.0,32.7272059,-117.161171,both
995,D M HTS  RD,48955.0,32.9485786,-117.2593425,start_only
996,END DR,48839.0,32.8363854,-117.2188051,end_only
997,SIKORSKY ST,48611.0,33.225101,-117.337044,end_only
998,MT ABBEY AV,48586.0,32.8072377,-117.1813185,end_only
999,VIA CARANCHO AV,48586.0,32.803661,-117.186142,start_only
1000,MEANLEY DR,48445.0,32.9088405,-117.1086874,start_only
1001,FLINTRIDGE DR,48400.0,32.677082,-117.068703,end_only
1002,RACHAEL AV,48400.0,32.6735627,-117.0697285,start_only
1003,ALVERSON RD,48315.0,32.5568646,-117.0515885,end_only
1004,AVERIL RD,48315.0,32.558743,-117.054283,start_only
1005,CRYSTAL DAWN LN,48115.0,32.8687533,-117.219565,both
1006,WAWONA DR,48031.0,32.7356816,-117.2310528,start_only
1007,POE ST,48031.0,32.7315658,-117.224684,end_only
1008,SUTHERLAND ST,47968.0,32.7425817,-117.185757,both
1009,CAMINO DE LA REINA ,47967.0,32.7677176,-117.1552374,end_only
1010,ROSELLE  ST,47861.0,33.193241,-117.297043,start_only
1011,CARMEL MOUNTAIN RD,47599.0,32.9632195,-117.132299,both
1012,LANDSCAPE DR,47594.0,32.670864,-117.052612,both
1013,KNOXVILLE ST,47475.0,32.7754264,-117.2020678,end_only
1014,TICONDEROGA ST,47423.0,32.8024447,-117.208167,end_only
1015,CARDINAL CT,47421.0,33.124184,-117.193207,end_only
1016,18 ST,47325.0,32.7174202,-117.1627728,end_only
1017,TURQUOISE ST,47200.0,32.8085025,-117.2599681,both
1018,RECUERDO  DR,47061.0,32.952915,-117.251961,start_only
1019,MERCADO  DR,47061.0,32.948708,-117.250847,end_only
1020,ALLEY E/O 52 ST ST,46840.0,32.7489909,-117.0836044,end_only
1021,EMDEN RD,46818.0,32.9824938,-117.1310359,start_only
1022,WINDER ST,46770.0,32.743507,-117.179367,start_only
1023,ALLEY W/O 52 ST ST,46705.0,32.7489909,-117.0836044,end_only
1024,FORTUNA  AV,46630.0,32.79295,-117.23587,both
1025,SHIELDS ST,46622.0,32.818821,-117.108253,both
1026,OUTER RD,46537.0,32.8171818,-117.1522595,both
1027,CAUBY ST,46388.0,32.7494688,-117.208884,end_only
1028,KEMPER  ST,46245.0,32.757591,-117.041901,start_only
1029,CAMINO RIO ,46090.0,32.8866727,-116.9226124,start_only
1030,CAMINO DEL ESTE ,46090.0,32.7689942,-117.1435373,end_only
1031,UPSHUR DR,45990.0,32.7457116,-117.2054189,start_only
1032,SOUTHERNWOOD WY,45967.0,32.7206577,-117.2445802,end_only
1033,PALM  AV,45932.0,32.5843352,-117.0838845,start_only
1034,CAMINITO LAZANJA  RD,45795.0,32.9864323,-117.163334,end_only
1035,CONVOY CT,45782.0,32.8347146,-117.15820479999998,both
1036,MARYLAND ST,45645.0,32.76165,-117.151283,start_only
1037,WADE ST,45479.0,32.715397,-117.024353,start_only
1038,FRINK AV,45224.0,32.8345567,-117.1915305,start_only
1039,MESSINA WY,45210.0,32.7726579,-117.0866793,start_only
1040,WILLOW RD,45203.0,32.5454716,-117.0426195,end_only
1041,CARMEL VY  RD,45147.0,32.9517747,-117.1943397,start_only
1042,VY CTRE  DR,45147.0,32.9376997,-117.2310574,end_only
1043,KRENNING ST,45053.0,32.577259,-117.043556,start_only
1044,HYDE PARK DR,44967.0,32.801014,-117.047081,both
1045,BENSON AV,44774.0,32.705166,-117.059891,start_only
1046,37 ST,44755.0,32.7558008,-117.1136089,start_only
1047,DAWES  ST,44483.0,32.8038345,-117.2518654,start_only
1048,CASS  ST,44483.0,32.796444,-117.251549,end_only
1049,ARBOR DR,44374.0,32.7538174,-117.1612766,both
1050,ALDERBROOK DR,44338.0,32.910801,-117.095673,end_only
1051,QUALCOMM  WY,44318.0,32.7719296,-117.1400698,start_only
1052,MISSION VILLAGE  DR,44318.0,32.7875049,-117.1203234,end_only
1053,BERNICE DR,44299.0,32.7387267,-117.2313319,end_only
1054,CENTRALOMA DR,44299.0,32.7381932,-117.2301666,start_only
1055,NAZARETH DR,44229.0,32.784617,-117.1079924,end_only
1056,ELM AV,44154.0,32.580132,-117.084091,end_only
1057,CANTAMAR RD,44154.0,32.581398,-117.090759,start_only
1058,CANON  ST,44104.0,32.7221187,-117.2328921,both
1059,W. MISSION BAY DR,44082.0,32.7648626,-117.2357339,start_only
1060,JENNINGS  ST,43941.0,32.7205562,-117.246234,both
1061,WITHERBY  ST,43923.0,32.7451652,-117.1929629,start_only
1062,BARNETT  AV,43923.0,32.7448275,-117.1995052,end_only
1063,51 ST,43730.0,32.711376,-117.084503,both
1064,CAMINO RUIZ  RD,43710.0,33.0044606,-117.169729,end_only
1065,FRANKLIN AV,43703.0,32.809855866666666,-117.1046156,both
1066,SWAN ST,43661.0,32.7240795,-117.0588349,end_only
1067,ORIOLE ST,43661.0,32.7238738,-117.0604382,start_only
1068,CAMINO DEL RIO N RD,43582.0,32.7668992,-117.1532824,start_only
1069,SALMON RIVER RD,43566.0,32.962502,-117.123756,end_only
1070,CREEK RD,43542.0,32.9315214,-117.0562967,end_only
1071,ALTA VW DR,43343.0,32.676048,-117.038589,both
1072,FOGG ST,43320.0,32.802985,-117.2244142,end_only
1073,JEMEZ DR,43248.0,32.828491,-117.214592,start_only
1074,PRIVATE ACCESS RD,43180.0,32.7512513,-116.9768897,end_only
1075,MT ALIFAN  DR,43036.0,32.817673,-117.178688,both
1076,VIA ALICANTE DR,42992.0,32.8621953,-117.2360831,start_only
1077,MORENA  BL,42950.0,32.814175,-117.212463,start_only
1078,BANCROFT  ST,42909.0,32.70829095,-117.09207755,start_only
1079,MAPLE CT,42884.0,32.7323761,-117.1295505,start_only
1080,BERNARDO PLAZA CT,42803.0,33.0199927,-117.0766914,start_only
1081,GLENROY ST,42596.0,32.797661,-117.076843,both
1082,TOWNE CENTRE DR,42504.0,32.8652903,-117.208581,start_only
1083,HAZARD CTR DR,42485.0,32.770017,-117.159029,start_only
1084,WEATHERHILL WY,42462.0,32.92627,-117.099121,start_only
1085,CARMEL CREEK RD,42414.0,32.9368478,-117.228744,both
1086,PELUSA ST,42395.0,32.6928462,-117.0871465,start_only
1087,ALTAIR AV,42274.0,32.87215,-117.117928,start_only
1088,SPARREN AV,42196.0,32.9659381,-117.1376916,start_only
1089,CAMINITO VECINOS RD,42195.0,33.0126591,-117.057021,start_only
1090,CHOLLAS  PK,41871.0,32.7377949,-117.0676095852324,both
1091,LA CUENTA DR,41825.0,32.8212659,-117.0979002,start_only
1092,CARMEL VISTA RD,41799.0,32.939495,-117.238327,end_only
1093,JANICE CT,41769.0,32.9194239,-117.1257044,end_only
1094,JEFFREY CT,41769.0,32.9194206,-117.1266894,start_only
1095,ALLEY N/O VENTURA PL PL,41682.0,32.7720132,-117.252691,start_only
1096,GRAMERCY DR,41666.0,32.8028374,-117.1387469,both
1097,ST CHARLES PL,41455.0,32.7432569,-117.2104975,start_only
1098,SUNDANCE AV,41244.0,32.9564269,-117.1360842,both
1099,SUTTER ST,41242.0,32.7462105,-117.1731667,start_only
1100,BUSH ST,41242.0,32.7473553,-117.1731698,end_only
1101,DUCOS PL,41147.0,32.819937,-117.0969159,start_only
1102,MANNING WY,41068.0,32.583897,-117.081383,end_only
1103,GREENLAWN DR,41065.0,32.703819,-117.028297,end_only
1104,BERNARDO LAKES DR,40934.0,33.023781,-117.130333,start_only
1105,GREYLING DR,40752.0,32.7963986,-117.142366,both
1106,CONGRESS ST,40636.0,32.985699,-117.077087,start_only
1107,HARBOR ISLAND DR,40556.0,32.7292895,-117.1952377,end_only
1108,BEAGLE ST,40516.0,32.8077583,-117.160812,end_only
1109,HARLINGTON DR,40441.0,32.9141549,-117.1340487,start_only
1110,BEADNELL WY,40115.0,32.82094,-117.1716147,start_only
1111,CAPPS ST,40096.0,32.7431873,-117.1311352,end_only
1112,CONVOY  ST,40082.0,32.835655,-117.152397,end_only
1113,CRESITA DR,40060.0,32.767242,-117.069008,end_only
1114,MARNE AV,39870.0,32.7834327,-117.0609642,start_only
1115,W G ST,39864.0,32.7125429,-117.1657455,start_only
1116,CREEKBRIDGE PL,39718.0,32.9460013,-117.0944833,start_only
1117,SAN RAMON DR,39704.0,32.906807,-117.139519,both
1118,EXECUTIVE  DR,39584.0,32.876744,-117.2072772,start_only
1119,FORDHAM ST,39562.0,32.751017,-117.2135395,end_only
1120,250' W OF I-15 ACCESS RD,39478.0,32.804566,-117.0418303,end_only
1121,I-15 NB ACCESS RD,39478.0,32.801014,-117.047081,start_only
1122,AKINS AV,39446.0,32.7099434,-117.0659242,end_only
1123,ALBEMARLE ST,39410.0,32.677135,-117.06472,end_only
1124,ACUNA ST,39379.0,32.831844,-117.181343,start_only
1125,KESLING ST,39379.0,32.8330928,-117.1734941,end_only
1126,BIRCHCREEK RD,39377.0,32.804985,-117.042641,end_only
1127,STANWELL ST,39313.0,32.9119838,-117.1352725,end_only
1128,DEL SUR BL,39286.0,32.567284,-117.058037,both
1129,CAMINITO ALVAREZ ,39183.0,32.9054811,-117.1692693,end_only
1130,ACTIVITY  RD,39098.0,32.8970281,-117.1235773,end_only
1131,MARY LOU ST,39089.0,32.7215718,-117.0886592,end_only
1132,NOELL ST,38983.0,32.7431394,-117.1867971,both
1133,CABLE ST,38973.0,32.7513107,-117.2446088,start_only
1134,OLD BRIDGEPORT WY,38947.0,32.8030597,-117.1767848,start_only
1135,QUARTER MILE  DR,38786.0,32.9565769,-117.2344484,end_only
1136,HANCOCK  ST,38775.0,32.729755,-117.112831,both
1137,SNOOK ST,38707.0,32.8122182,-117.1046579,start_only
1138,TOCAYO AV,38683.0,32.564552,-117.080063,end_only
1139,COMPASS POINT S DR,38639.0,32.926968,-117.121536,end_only
1140,VILLAGE  PL,38631.0,32.7324436,-117.1479118,start_only
1141,ZOO  PL,38631.0,32.7352765,-117.1475955,end_only
1142,ATLAS ST,38616.0,32.8076767,-117.158229,both
1143,CHICAGO ST,38560.0,32.796833,-117.20443,both
1144,VIA MALLORCA ,38548.0,32.864985,-117.2341896,start_only
1145,BRANT ST,38497.0,32.7507545,-117.1672688,end_only
1146,ALVARADO CT,38416.0,32.777409,-117.062286,end_only
1147,RHOADES RD,38365.0,32.672104,-117.052078,end_only
1148,VOLTAIRE  ST,38313.0,32.7521938,-117.2468798,both
1149,WORDEN ST,38306.0,32.7462482,-117.2271202,both
1150,SEVAN CT,38148.0,32.78241,-117.154716,start_only
1151,ARCTURUS WY,38121.0,32.9271284,-117.132622,both
1152,FOUR GEE RD,38069.0,33.024957,-117.122478,start_only
1153,PASEO DEL VERANO  ,38029.0,33.029331,-117.052521,both
1154,ZOLA ST,38006.0,32.7419346,-117.2264629,end_only
1155,WOODMAN  ST,38002.0,32.709701,-117.0546294,both
1156,WESTMORE  RD,37924.0,32.9178327,-117.1438748,both
1157,LEE  ST,37921.0,32.792931,-117.088966,end_only
1158,ROSE CREEK  BP,37921.0,32.572666,-117.058067,start_only
1159,HALF MILE  DR,37870.0,32.9621547,-117.2334332,both
1160,LARKDALE AV,37790.0,32.8016685,-117.1441945,start_only
1161,IVERSON ST,37790.0,32.8032134,-117.14343881886448,end_only
1162,BROOKS AV,37780.0,32.694679,-117.036324,start_only
1163,SANTA MARGARITA ST,37645.0,32.705894,-117.078407,both
1164,DUNCAN RD,37557.0,32.8521587,-117.2197021,start_only
1165,DEWSBURY AV,37557.0,32.918747,-117.131653,end_only
1166,POMERADO CT,37492.0,33.0225866,-117.0608852,both
1167,HARNEY ST,37440.0,32.7544729,-117.193457,start_only
1168,BARON LN,37434.0,32.909229,-117.138947,both
1169,1 AV,37408.0,32.7181531,-117.1565549,both
1170,W RANCHO CARMEL DR,37393.0,32.9790464,-117.0819064,start_only
1171,BLACKSTONE CT,37383.0,32.710781,-117.035896,start_only
1172,LAKE SHORE DR,37365.0,32.8020423,-117.0143053,start_only
1173,RAGWEED  ST,37357.0,32.941762,-117.138657,start_only
1174,B  ST,37351.0,32.7178314,-117.1537011,end_only
1175,UNIVERSITY CTR LN,37330.0,32.8702203,-117.2281218,start_only
1176,GUIZOT ST,37160.0,32.7428106,-117.2413127,both
1177,SOUTHLAND PLAZA DY AV,37102.0,32.5831679,-117.0893204,end_only
1178,DUNANT ST,36873.0,32.8521587,-117.2197021,both
1179,SAN VICENTE ST,36774.0,32.711826,-117.026947,end_only
1180,GOLFCREST PL,36714.0,33.165016,-117.239609,start_only
1181,KIKA CT,36623.0,32.940838,-117.113121,start_only
1182,ALEMANIA RD,36623.0,32.9375055,-117.1124718,end_only
1183,AMHERST ST,36584.0,32.7672241,-117.0563791,start_only
1184,HIGH AV,36478.0,32.838379,-117.269531,end_only
1185,TYLER AV,36382.0,32.7534765,-117.1497272,end_only
1186,CIRRUS ST,36347.0,32.767849,-117.184883,end_only
1187,MISSION VALLEY RD,36323.0,32.7779775,-117.1534223,end_only
1188,CALLE ABAJO DR,36315.0,32.9042837,-117.2441051,start_only
1189,DEEP DELL CT,36306.0,32.695793,-117.030289,both
1190,BLAINE AV,36267.0,32.7494064,-117.1494531,both
1191,MILAN ST,36245.0,32.7342395,-117.2359924,end_only
1192,WILDWOOD RD,36245.0,32.7336692,-117.2367022,start_only
1193,LEHIGH ST,36222.0,32.7740845,-117.2043057,start_only
1194,NASHVILLE ST,36222.0,32.775513,-117.204231,end_only
1195,COLUSA ST,36135.0,32.6333517,-116.989721,end_only
1196,CARMEL RIDGE RD,36134.0,32.9779607,-117.0721956,end_only
1197,ELIZABETH ST,36085.0,32.790791,-117.077988,both
1198,CAMINITO PACIFICA ,36077.0,32.913864,-117.094093,end_only
1199,CLARA LEE AV,36057.0,32.792931,-117.088966,start_only
1200,POBLADO RD,36021.0,33.0367649,-117.0896711,end_only
1201,HAWAII AV,35923.0,32.578457,-117.06636,end_only
1202,BRAMSON PL,35883.0,32.7542856,-117.1229965,end_only
1203,VIA TAZON  ,35871.0,33.0245046,-117.0852815,start_only
1204,CAMINITO CENTRO DR,35746.0,32.7457676,-117.1720498,end_only
1205,GOLF COURSE DR,35746.0,32.7234591,-117.1366306,start_only
1206,BRYANT ST,35726.0,32.692013,-117.124336,end_only
1207,VALLECITOS ,35719.0,32.855549,-117.254227,end_only
1208,PASEO DEL VERANO NORTE  ,35680.0,33.038624,-117.051163,both
1209,9 AV,35524.0,32.7174202,-117.1627728,end_only
1210,DE SOTO ST,35430.0,32.807301,-117.217667,start_only
1211,71 ST,35306.0,32.7174202,-117.1627728,end_only
1212,PIDGEON ST,35306.0,32.7120643,-117.0469144,start_only
1213,HOTEL CIRCLE N RD,35304.0,32.7602905,-117.1872659,start_only
1214,BOTERO DR,35238.0,33.0256546,-117.082916,start_only
1215,SPANISH LDG,35195.0,32.7284995,-117.20951719886834,end_only
1216,HARBOR IS DR,35195.0,32.7292895,-117.1952377,start_only
1217,ARCHWOOD AV,35147.0,32.7935115,-117.0946534,both
1218,ISLA VISTA DR,35085.0,32.741882,-117.09066,start_only
1219,CALLE MARISELDA RD,35062.0,32.83474,-117.097504,end_only
1220,MESA MADERA DR,35054.0,32.910774,-117.088013,both
1221,CHASEWOOD DR,34963.0,32.8085815,-117.17294,end_only
1222,EASTMAN ST,34913.0,32.788338,-117.169777,end_only
1223,MONTECITO WY,34801.0,32.7528419,-117.1630792,start_only
1224,E BRIARFIELD DR,34685.0,32.791782,-117.248787,start_only
1225,FROUDE ST,34683.0,32.7416897,-117.2449361,both
1226,DERBY DOWNS  RD,34599.0,32.9652082,-117.233346,end_only
1227,INGRAHAM  ST,34547.0,32.7736568,-117.2349913,start_only
1228,OREGON ST,34538.0,32.7553783,-117.135099,start_only
1229,HIGHLAND AV,34484.0,32.84395095,-117.1691786,both
1230,BAYVIEW HTS PL,34447.0,32.724491,-117.07872,start_only
1231,DEEP DELL RD,34421.0,32.69862,-117.034698,start_only
1232,TWIGGS ST,34302.0,32.755101,-117.1943222,end_only
1233,DALE ST,34250.0,32.7341698,-117.1304058,end_only
1234,PARK AV (12 AV) AV,34227.0,32.7174202,-117.1627728,end_only
1235,HICKMAN FIELD DR,33993.0,32.8398556,-117.1676114,start_only
1236,HYDRA  LN,33962.0,32.920532,-117.139954,end_only
1237,DONAX AV,33923.0,32.5820431,-117.0857495,both
1238,LELAND ST,33781.0,32.7142083,-117.0059438,end_only
1239,RIDGEWOOD DR,33745.0,32.683266,-117.065331,both
1240,NATIONAL CITY BL,33732.0,32.6796502,-117.1083528,end_only
1241,MARINE VIEW AV,33693.0,32.990425,-117.254494,end_only
1242,SASSAFRAS  ST,33688.0,32.7358648,-117.178479,end_only
1243,LINWOOD ST,33641.0,32.7517363,-117.1930116,end_only
1244,PARADISE VALLEY RD,33637.0,32.688251,-117.048828,both
1245,END ,33530.0,33.1915286,-117.38905,end_only
1246,LA JOLLA VILLAGE SQUARE ,33516.0,32.865883,-117.23221862682928,end_only
1247,MARTIN AV,33498.0,32.6991075,-117.1273394,both
1248,SOTO ST,33300.0,33.17984,-117.352882,end_only
1249,BOLINAS ST,33300.0,32.7463282,-117.2367682,start_only
1250,NILE ST,33202.0,32.746014,-117.121132,both
1251,OTAY MESA RD RD,33190.0,32.5677056,-116.952662,end_only
1252,BOULDER LAKE AV,33142.0,32.800846,-117.017921,both
1253,MIRASOL DR,33120.0,33.039013,-117.066147,start_only
1254,LAUREL  ST,33108.0,32.803242,-117.078247,both
1255,HIDALGO AV,33080.0,32.833134,-117.219833,start_only
1256,CARMEL VIEW RD,33072.0,32.944096,-117.235092,end_only
1257,AMOROSO ST,32948.0,32.8187219,-117.1649502,end_only
1258,COSMO ST,32948.0,32.818943,-117.165833,start_only
1259,PASEO CARDIEL RD,32886.0,32.9645506,-117.1144696,both
1260,WANDERMERE DR,32884.0,32.7963508,-117.05065329999998,both
1261,OTAY MESA  RD,32774.0,32.5676881,-116.962358,start_only
1262,CAMINO NORTE WY,32726.0,32.803242,-117.066177,end_only
1263,SAN DIEGUITO  RD,32714.0,32.9744654,-117.2166368,both
1264,G  ST,32702.0,32.7416897,-117.2449361,both
1265,CAMINO REINA RD,32591.0,32.7677176,-117.1552374,start_only
1266,FASHION VY RD,32591.0,32.7638056,-117.1700477,end_only
1267,RAVINA ST,32583.0,32.8395761,-117.2793502,start_only
1268,BAYVIEW HTS WY,32477.0,32.7241105,-117.0766564,both
1269,CAMINO DEL SUR ,32434.0,33.009212,-117.1452309,both
1270,RONSON RD,32299.0,32.8290439,-117.1553939,end_only
1271,RAVEN ST,32284.0,32.8057105,-117.2017245,start_only
1272,LYON  ST,32283.0,32.720459,-117.090942,end_only
1273,BONITO WY,32280.0,32.7764728,-117.1374687,start_only
1274,APPALOOSA RD,32153.0,32.902924,-117.106323,end_only
1275,BRINELL ST,32054.0,32.8250418,-117.1531647,both
1276,IMPERIAL  AV,32047.0,32.7064323,-117.1252448,both
1277,DALEHAVEN PL,32014.0,32.728882,-117.089737,end_only
1278,CENTRAL  AV,31924.0,32.5519622,-117.0396864,both
1279,DOREEN RD,31897.0,32.8160697,-117.0580683,start_only
1280,ACACIA ST,31896.0,32.7636395,-117.0888215,both
1281,AIRWAY  RD,31799.0,32.5645375,-117.0153262,end_only
1282,BAYVIEW HTS DR,31705.0,32.724636,-117.077049,end_only
1283,VIKING WY,31650.0,33.155664,-117.151092,end_only
1284,PENASQUITOS DR,31626.0,32.9842695,-117.091737,start_only
1285,MT ALBERTINE AV,31622.0,32.8162312,-117.1725903,start_only
1286,SAN FELIPE ST,31523.0,32.7089224,-117.0270229,start_only
1287,ARIANE DR,31523.0,32.8277637,-117.2260007,both
1288,GLEASON  RD,31503.0,32.7731726,-117.2452675,end_only
1289,MARIGOT PL,31462.0,32.82671,-117.094223,end_only
1290,DENNERY RD,31414.0,32.5777686,-117.0349102,end_only
1291,CEREZA ST,31409.0,32.705059,-117.092537,start_only
1292,JAMAICA CT,31312.0,32.7736941,-117.2502615,end_only
1293,ISTHMUS CT,31312.0,32.773191,-117.2499802,start_only
1294,DEEP DELL  RD,31228.0,32.69862,-117.034698,both
1295,CASTELAR ST,31210.0,32.7496183,-117.2362689,start_only
1296,LARKSPUR ST,31210.0,32.7504928,-117.2396265,end_only
1297,NANCITA CT,31191.0,32.706997,-117.067451,start_only
1298,ROUNDUP AV,31135.0,32.955994,-117.1329578,start_only
1299,TRAIL DUST AV,31135.0,32.9552954,-117.1327287,end_only
1300,LATIMER ST,30999.0,32.7041746,-117.0684024,end_only
1301,MOCKINGBIRD DR,30993.0,32.79007,-117.156288,start_only
1302,OTAY MESA PL,30992.0,32.5634656,-117.0395491,end_only
1303,L ST,30953.0,32.824017,-117.256317,both
1304,PASTERNACK PL,30918.0,32.800934,-117.134392,start_only
1305,POOLE ST,30918.0,32.8736678,-117.2444975,end_only
1306,AZUL ST,30918.0,32.8715857,-117.2455008,start_only
1307,HEALTH CENTER DR,30891.0,32.7952951,-117.1573389,start_only
1308,VIA SAN YSIDRO ,30801.0,32.5510914,-117.0457805,end_only
1309,VIA SEGUNDO ,30801.0,32.5535698,-117.0529971,start_only
1310,SPANISH LANDING RD,30800.0,32.7294603,-117.20461,start_only
1311,SNEAD AV,30648.0,32.795856,-117.188713,end_only
